City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
454,banjarmasin,-3.3244,114.591,26.08,92,84,1.91,ID,1684344300
455,keflavik,64.0049,-22.5624,8.95,76,100,5.14,IS,1684344300
456,labuan,5.2767,115.2417,27.2,89,20,0.0,MY,1684344301
457,al bawiti,28.3492,28.8659,28.88,25,0,5.91,EG,1684344301
458,port blair,11.6667,92.75,28.09,76,1,3.4,IN,1684344301
459,wuwei,37.9281,102.6414,16.86,38,73,2.25,CN,1684344301
460,howrah,22.5892,88.3103,27.0,74,40,5.14,IN,1684344074
461,afaahiti,-17.75,-149.2833,23.93,81,40,3.81,PF,1684344196
462,brokopondo,4.75,-55.1667,28.69,71,87,1.22,SR,1684344301
463,severo-yeniseyskiy,60.3725,93.0408,-5.3,97,20,1.58,RU,1684344302
464,thunder bay,48.4001,-89.3168,7.99,46,20,5.14,CA,1684344026
465,saint-francois,46.4154,3.9054,15.69,49,0,7.72,FR,1684344302
466,gaalkacyo,6.7697,47.4308,33.05,39,72,3.73,SO,1684344303
467,ishpeming,46.4885,-87.6676,12.19,46,1,1.95,US,1684344303
468,krasnoural'sk,58.3638,60.0407,10.48,52,78,2.45,RU,1684344303
469,dakhla,23.6848,-15.958,23.01,53,0,15.43,EH,1684344303
470,jwaneng,-24.6004,24.7303,17.5,63,100,7.5,BW,1684344304
471,mission,26.2159,-98.3253,30.51,74,40,1.54,US,1684344304
472,kralendijk,12.15,-68.2667,30.99,66,75,7.72,BQ,1684344305
473,sotkamo,64.1333,28.4167,13.01,67,88,5.52,FI,1684344306
474,salinopolis,-0.6136,-47.3561,28.54,76,100,3.31,BR,1684344306
475,uvalde,29.3669,-99.767,28.41,61,0,3.09,US,1684344306
476,kuta,-8.7233,115.1723,25.97,83,20,1.54,ID,1684344307
477,popondetta,-8.7537,148.2534,23.28,91,74,1.35,PG,1684344307
478,jinchang,38.4953,102.1739,17.9,37,46,4.04,CN,1684344307
479,bamboo flat,11.7,92.7167,28.13,76,1,3.35,IN,1684344307
480,binjai,3.6001,98.4854,23.97,96,98,1.07,ID,1684344308
481,columbia falls,48.3725,-114.1815,16.82,63,0,0.0,US,1684344308
482,paita,-5.0892,-81.1144,26.1,70,68,4.98,PE,1684344030
483,tongliao,43.6125,122.2653,11.95,40,0,3.43,CN,1684344308
484,puerto san jose,13.9256,-90.8244,32.49,55,26,3.13,GT,1684344309
485,as suwayq,23.8494,57.4386,35.36,27,4,3.14,OM,1684344309
486,sydney mines,46.2367,-60.2177,6.81,95,100,4.12,CA,1684344309
487,saint-joseph,-21.3667,55.6167,25.21,80,35,0.7,RE,1684344309
488,sao joao da barra,-21.6403,-41.0511,24.05,54,30,7.51,BR,1684344090
489,cove,7.221,2.3402,32.65,52,99,5.34,BJ,1684344310
490,scottsboro,34.6723,-86.0341,24.79,83,100,2.57,US,1684344255
491,port douglas,-16.4833,145.4667,22.82,80,100,3.92,AU,1684344310
492,pisco,-13.7,-76.2167,25.03,61,0,3.6,PE,1684344310
493,taroa,8.7058,171.2275,27.95,79,100,6.94,MH,1684344076
494,suva,-18.1416,178.4415,22.71,94,75,1.54,FJ,1684344311
495,uporovo,56.3109,66.2693,8.64,46,41,3.48,RU,1684344311
496,dayr hafir,36.1569,37.7078,29.36,16,2,8.09,SY,1684344311
497,ermoupolis,37.4423,24.9425,20.76,64,4,5.66,GR,1684344311
498,ixtapa,20.7,-105.2,30.13,65,20,2.57,MX,1684344312
499,kosong,38.3788,128.4676,22.27,86,24,3.77,KR,1684344312
500,pont rouge,48.8833,-72.0825,6.16,40,100,7.4,CA,1684344312
501,isangel,-19.55,169.2667,24.55,83,35,3.06,VU,1684344312
502,i-n-salah,27.1935,2.4607,37.21,7,12,7.22,DZ,1684344313
503,oliveira dos brejinhos,-12.3169,-42.8961,31.75,39,99,1.89,BR,1684344313
504,fort-shevchenko,44.5086,50.263,15.29,80,100,7.74,KZ,1684344313
505,sur,22.5667,59.5289,33.47,45,4,4.05,OM,1684344314
506,tinajo,29.0788,-13.7081,22.49,49,20,9.26,ES,1684344314
507,sao felix do xingu,-6.6447,-51.995,29.46,63,96,1.54,BR,1684344185
508,dawson creek,55.7666,-120.2362,16.99,51,20,3.6,CA,1684344314
509,salinas,36.6777,-121.6555,19.45,80,40,2.06,US,1684344314
510,yibin,28.7667,104.6238,23.76,76,98,6.07,CN,1684344315
511,kalabo,-14.97,22.6814,23.3,36,11,1.94,ZM,1684344315
512,bull savanna,17.8868,-77.5902,28.87,64,89,5.05,JM,1684344315
513,zelenoborskiy,66.845,32.3622,9.73,92,99,3.69,RU,1684344315
514,aliade,7.2964,8.487,32.88,51,99,5.05,NG,1684344316
515,hithadhoo,-0.6,73.0833,28.55,80,8,5.57,MV,1684344316
516,malinyi,-8.9333,36.1333,21.83,92,96,1.0,TZ,1684344316
517,batroun,34.2553,35.6581,24.79,65,0,4.02,LB,1684344317
518,carl junction,37.1767,-94.5655,22.88,72,100,2.57,US,1684344318
519,hauterive,46.0901,3.4459,14.42,57,96,5.03,FR,1684344318
520,nyurba,63.2842,118.3319,1.45,95,15,1.94,RU,1684344318
521,holualoa,19.6228,-155.9522,22.91,81,20,2.68,US,1684344319
522,golden beach,38.4898,-76.6822,23.32,61,56,6.35,US,1684344319
523,taitung city,22.7583,121.1444,25.61,86,6,1.76,TW,1684344320
524,keetmanshoop,-26.5833,18.1333,21.51,30,0,2.57,NA,1684344161
525,prince george,53.9166,-122.753,19.03,48,75,2.57,CA,1684344321
526,roma,43.2128,-75.4557,9.42,42,40,5.66,US,1684344321
527,osternienburger land,51.8015,12.0257,16.29,44,30,3.37,DE,1684344321
528,copiapo,-27.3667,-70.3333,19.83,43,30,2.4,CL,1684344171
529,hisua,24.8333,85.4167,33.1,21,2,4.11,IN,1684344322
530,christchurch,-43.5333,172.6333,10.51,89,100,1.03,NZ,1684344203
531,xining,36.6167,101.7667,10.47,61,31,1.12,CN,1684344322
532,bonnyville,54.2668,-110.735,13.62,49,7,6.75,CA,1684344323
533,velingara,13.15,-14.1167,40.29,16,72,1.9,SN,1684344323
534,shalya,57.2471,58.7298,10.3,51,11,2.76,RU,1684344323
535,aqadyr,48.2553,72.8483,12.63,77,100,6.38,KZ,1684344323
536,belmonte,-15.8631,-38.8828,25.1,80,100,4.99,BR,1684344323
537,ormara,25.2088,64.6357,28.2,90,3,5.99,PK,1684344324
538,pathein,16.7833,94.7333,26.9,82,29,3.62,MM,1684344324
539,saint-philippe,-21.3585,55.7679,25.77,80,43,1.12,RE,1684344324
540,talcahuano,-36.7167,-73.1167,14.82,58,40,1.03,CL,1684344325
541,udaipura,23.0833,78.5,35.66,24,72,5.63,IN,1684344325
542,aberdeen,57.1437,-2.0981,16.27,50,100,5.66,GB,1684344325
543,lib,8.3122,167.3766,28.07,78,100,6.47,MH,1684344326
544,vila velha,-20.3297,-40.2925,25.97,63,0,7.72,BR,1684344262
545,bemidji,47.4736,-94.8803,21.98,37,0,6.17,US,1684344297
546,spring creek,40.7266,-115.5859,20.22,30,0,1.51,US,1684344326
547,gebeit,21.0667,36.3167,29.82,39,0,6.64,SD,1684344319
548,taltal,-25.4,-70.4833,19.67,71,2,3.19,CL,1684344327
549,olyokminsk,60.3736,120.4264,2.65,61,15,0.83,RU,1684344327
550,selkirk,50.1436,-96.8845,25.08,44,89,4.34,CA,1684344327
551,gobindpur,22.6333,86.0667,30.75,46,53,6.58,IN,1684344327
552,saynshand,44.8824,110.1163,14.07,17,7,5.41,MN,1684344328
553,beau vallon,-20.4189,57.6953,23.45,88,20,1.54,MU,1684344328
554,hastings,50.8552,0.5729,16.89,31,100,1.81,GB,1684344305
555,murzuq,25.9155,13.9184,29.95,8,0,1.81,LY,1684344329
556,moyynkum,44.2914,72.9469,21.38,42,98,2.63,KZ,1684344329
557,port-vila,-17.7338,168.3219,24.72,89,26,3.97,VU,1684344329
558,muang xay,20.7,101.9833,21.76,73,87,1.11,LA,1684344330
559,damara,4.9608,18.7035,24.13,79,91,2.13,CF,1684344330
560,regina,50.4501,-104.6178,16.13,39,100,11.32,CA,1684344298
561,pilar do sul,-23.8131,-47.7164,20.49,54,7,4.74,BR,1684344331
562,wetaskiwin,52.9668,-113.3687,17.03,43,14,5.27,CA,1684344331
563,santa ana de yacuma,-13.75,-65.4333,30.97,66,75,3.09,BO,1684344331
564,grand falls-windsor,48.9332,-55.6649,11.39,79,100,1.34,CA,1684344145
565,maralal,1.0968,36.698,17.14,83,30,3.02,KE,1684344332
566,vila franca do campo,37.7167,-25.4333,22.23,80,53,3.77,PT,1684344332
567,ostersund,63.1792,14.6357,4.78,41,75,11.83,SE,1684344332
568,novonikolayevskiy,50.9738,42.3649,16.55,53,91,0.45,RU,1684344333
569,arkadelphia,34.1209,-93.0538,22.88,78,100,2.06,US,1684344333
570,kapoeta,4.7717,33.5903,27.82,53,73,4.82,SS,1684344332
571,usinsk,65.9939,57.5281,9.7,98,80,4.68,RU,1684344333
572,khmilnyk,49.5598,27.9575,16.95,76,100,2.75,UA,1684344333
573,tolanaro,-25.0319,46.9987,20.04,88,40,0.0,MG,1684344333
574,liwale,-9.7667,37.9333,24.02,65,94,1.06,TZ,1684344333
575,phongsali,21.6833,102.1058,15.93,81,28,0.77,LA,1684344334
576,hinche,19.15,-72.0167,31.32,54,73,1.34,HT,1684344334
577,haimen,23.1935,116.6142,24.94,96,5,3.12,CN,1684344334
578,nova vicosa,-17.8919,-39.3719,24.87,65,78,5.44,BR,1684344334
579,polignano a mare,40.9959,17.2159,19.1,69,75,1.4,IT,1684344334
580,cururupu,-1.8283,-44.8683,29.13,75,100,2.42,BR,1684344334
